dcu_id,tank_id,sensor_node_id,date_and_time,water_temperature,ph_value,salinity,dissolved_oxygen
dcu0000,tank0002,t002n000,2019-08-22 06:45:00.000+1000,5.6,7.7,38.0,17.8
dcu0000,tank0002,t002n001,2019-08-22 06:45:00.000+1000,5.6,8.4,42.1,17.8
dcu0000,tank0002,t002n002,2019-08-22 06:45:00.000+1000,5.6,8.3,34.8,17.8
dcu0000,tank0002,t002n003,2019-08-22 06:45:00.000+1000,5.6,8.3,44.7,17.8
dcu0000,tank0002,t002n004,2019-08-22 06:45:00.000+1000,5.6,8.4,49.4,17.8
dcu0000,tank0002,t002n005,2019-08-22 06:45:00.000+1000,5.6,8.5,40.8,17.8
dcu0000,tank0002,t002n006,2019-08-22 06:45:00.000+1000,5.6,8.4,36.1,17.8
dcu0000,tank0002,t002n007,2019-08-22 06:45:00.000+1000,5.6,7.6,41.4,17.8
dcu0000,tank0002,t002n008,2019-08-22 06:45:00.000+1000,5.6,7.9,40.8,17.8
dcu0000,tank0002,t002n009,2019-08-22 06:45:00.000+1000,5.6,8.2,45.7,17.8
dcu0000,tank0003,t003n000,2019-08-22 06:45:00.000+1000,5.6,7.8,32.6,17.8
dcu0000,tank0003,t003n001,2019-08-22 06:45:00.000+1000,5.6,8.0,45.7,17.8
dcu0000,tank0003,t003n002,2019-08-22 06:45:00.000+1000,5.6,8.0,35.2,17.8
dcu0000,tank0003,t003n003,2019-08-22 06:45:00.000+1000,5.6,8.0,32.1,17.8
dcu0000,tank0003,t003n004,2019-08-22 06:45:00.000+1000,5.6,8.2,42.0,17.8
dcu0000,tank0003,t003n005,2019-08-22 06:45:00.000+1000,5.6,7.7,46.1,17.8
dcu0000,tank0003,t003n006,2019-08-22 06:45:00.000+1000,5.6,8.4,44.2,17.8
dcu0000,tank0003,t003n007,2019-08-22 06:45:00.000+1000,5.6,7.7,34.5,17.8
dcu0000,tank0003,t003n008,2019-08-22 06:45:00.000+1000,5.6,7.5,35.5,17.8
dcu0000,tank0003,t003n009,2019-08-22 06:45:00.000+1000,5.6,7.8,41.3,17.8
dcu0000,tank0004,t004n000,2019-08-22 06:45:00.000+1000,5.6,8.4,35.9,17.8
dcu0000,tank0004,t004n001,2019-08-22 06:45:00.000+1000,5.6,7.7,42.4,17.8
dcu0000,tank0004,t004n002,2019-08-22 06:45:00.000+1000,5.6,7.6,47.3,17.8
dcu0000,tank0004,t004n003,2019-08-22 06:45:00.000+1000,5.6,8.2,40.0,17.8
dcu0000,tank0004,t004n004,2019-08-22 06:45:00.000+1000,5.6,8.4,32.2,17.8
dcu0000,tank0004,t004n005,2019-08-22 06:45:00.000+1000,5.6,7.7,41.1,17.8
dcu0000,tank0004,t004n006,2019-08-22 06:45:00.000+1000,5.6,8.5,49.0,17.8
dcu0000,tank0004,t004n007,2019-08-22 06:45:00.000+1000,5.6,8.1,33.9,17.8
dcu0000,tank0004,t004n008,2019-08-22 06:45:00.000+1000,5.6,7.6,34.7,17.8
dcu0000,tank0004,t004n009,2019-08-22 06:45:00.000+1000,5.6,8.4,38.1,17.8
dcu0000,tank0000,t000n000,2019-08-22 07:00:00.000+1000,5.7,8.4,44.3,17.7
dcu0000,tank0000,t000n001,2019-08-22 07:00:00.000+1000,5.7,8.1,31.7,17.7
dcu0000,tank0000,t000n002,2019-08-22 07:00:00.000+1000,5.7,7.9,47.5,17.7
dcu0000,tank0000,t000n003,2019-08-22 07:00:00.000+1000,5.7,8.1,34.3,17.7
dcu0000,tank0000,t000n004,2019-08-22 07:00:00.000+1000,5.7,7.8,41.8,17.7
dcu0000,tank0000,t000n005,2019-08-22 07:00:00.000+1000,5.7,8.0,30.2,17.7
dcu0000,tank0000,t000n006,2019-08-22 07:00:00.000+1000,5.7,7.9,45.5,17.7
dcu0000,tank0000,t000n007,2019-08-22 07:00:00.000+1000,5.7,7.5,49.4,17.7
dcu0000,tank0000,t000n008,2019-08-22 07:00:00.000+1000,5.7,7.9,49.1,17.7
dcu0000,tank0000,t000n009,2019-08-22 07:00:00.000+1000,5.7,8.4,41.7,17.7
dcu0000,tank0001,t001n000,2019-08-22 07:00:00.000+1000,5.7,7.7,46.7,17.7
dcu0000,tank0001,t001n001,2019-08-22 07:00:00.000+1000,5.7,8.1,32.8,17.7
dcu0000,tank0001,t001n002,2019-08-22 07:00:00.000+1000,5.7,8.2,37.5,17.7
dcu0000,tank0001,t001n003,2019-08-22 07:00:00.000+1000,5.7,8.0,42.7,17.7
dcu0000,tank0001,t001n004,2019-08-22 07:00:00.000+1000,5.7,7.7,47.8,17.7
dcu0000,tank0001,t001n005,2019-08-22 07:00:00.000+1000,5.7,7.7,37.3,17.7
dcu0000,tank0001,t001n006,2019-08-22 07:00:00.000+1000,5.7,8.2,49.9,17.7
dcu0000,tank0001,t001n007,2019-08-22 07:00:00.000+1000,5.7,8.5,33.1,17.7
dcu0000,tank0001,t001n008,2019-08-22 07:00:00.000+1000,5.7,7.8,49.0,17.7
dcu0000,tank0001,t001n009,2019-08-22 07:00:00.000+1000,5.7,8.0,38.2,17.7
dcu0000,tank0002,t002n000,2019-08-22 07:00:00.000+1000,5.7,8.2,31.5,17.7
dcu0000,tank0002,t002n001,2019-08-22 07:00:00.000+1000,5.7,8.2,42.1,17.7
dcu0000,tank0002,t002n002,2019-08-22 07:00:00.000+1000,5.7,7.8,40.9,17.7
dcu0000,tank0002,t002n003,2019-08-22 07:00:00.000+1000,5.7,8.4,44.8,17.7
dcu0000,tank0002,t002n004,2019-08-22 07:00:00.000+1000,5.7,8.0,45.3,17.7
dcu0000,tank0002,t002n005,2019-08-22 07:00:00.000+1000,5.7,8.1,38.8,17.7
dcu0000,tank0002,t002n006,2019-08-22 07:00:00.000+1000,5.7,7.9,47.1,17.7
dcu0000,tank0002,t002n007,2019-08-22 07:00:00.000+1000,5.7,8.0,36.8,17.7
dcu0000,tank0002,t002n008,2019-08-22 07:00:00.000+1000,5.7,8.3,43.0,17.7
dcu0000,tank0002,t002n009,2019-08-22 07:00:00.000+1000,5.7,7.8,33.0,17.7
dcu0000,tank0003,t003n000,2019-08-22 07:00:00.000+1000,5.7,7.7,45.1,17.7
dcu0000,tank0003,t003n001,2019-08-22 07:00:00.000+1000,5.7,8.5,42.4,17.7
dcu0000,tank0003,t003n002,2019-08-22 07:00:00.000+1000,5.7,7.6,42.8,17.7
dcu0000,tank0003,t003n003,2019-08-22 07:00:00.000+1000,5.7,7.9,36.4,17.7
dcu0000,tank0003,t003n004,2019-08-22 07:00:00.000+1000,5.7,8.3,31.3,17.7
dcu0000,tank0003,t003n005,2019-08-22 07:00:00.000+1000,5.7,8.0,41.0,17.7
dcu0000,tank0003,t003n006,2019-08-22 07:00:00.000+1000,5.7,7.5,33.3,17.7
dcu0000,tank0003,t003n007,2019-08-22 07:00:00.000+1000,5.7,7.6,38.8,17.7
dcu0000,tank0003,t003n008,2019-08-22 07:00:00.000+1000,5.7,8.5,40.8,17.7
dcu0000,tank0003,t003n009,2019-08-22 07:00:00.000+1000,5.7,8.5,37.4,17.7
dcu0000,tank0004,t004n000,2019-08-22 07:00:00.000+1000,5.7,7.9,48.2,17.7
dcu0000,tank0004,t004n001,2019-08-22 07:00:00.000+1000,5.7,7.8,38.3,17.7
dcu0000,tank0004,t004n002,2019-08-22 07:00:00.000+1000,5.7,8.2,37.3,17.7
dcu0000,tank0004,t004n003,2019-08-22 07:00:00.000+1000,5.7,8.0,39.5,17.7
dcu0000,tank0004,t004n004,2019-08-22 07:00:00.000+1000,5.7,7.9,38.1,17.7
dcu0000,tank0004,t004n005,2019-08-22 07:00:00.000+1000,5.7,8.0,30.9,17.7
dcu0000,tank0004,t004n006,2019-08-22 07:00:00.000+1000,5.7,7.8,36.2,17.7
dcu0000,tank0004,t004n007,2019-08-22 07:00:00.000+1000,5.7,7.8,37.6,17.7
dcu0000,tank0004,t004n008,2019-08-22 07:00:00.000+1000,5.7,7.9,35.0,17.7
dcu0000,tank0004,t004n009,2019-08-22 07:00:00.000+1000,5.7,8.2,49.6,17.7
dcu0000,tank0000,t000n000,2019-08-22 07:15:00.000+1000,5.8,7.9,45.1,17.7
dcu0000,tank0000,t000n001,2019-08-22 07:15:00.000+1000,5.8,8.0,46.7,17.7
dcu0000,tank0000,t000n002,2019-08-22 07:15:00.000+1000,5.8,7.7,46.7,17.7
dcu0000,tank0000,t000n003,2019-08-22 07:15:00.000+1000,5.8,7.9,47.2,17.7
dcu0000,tank0000,t000n004,2019-08-22 07:15:00.000+1000,5.8,8.1,32.4,17.7
dcu0000,tank0000,t000n005,2019-08-22 07:15:00.000+1000,5.8,7.7,39.2,17.7
dcu0000,tank0000,t000n006,2019-08-22 07:15:00.000+1000,5.8,8.2,44.6,17.7
dcu0000,tank0000,t000n007,2019-08-22 07:15:00.000+1000,5.8,7.9,42.3,17.7
dcu0000,tank0000,t000n008,2019-08-22 07:15:00.000+1000,5.8,7.5,42.5,17.7
dcu0000,tank0000,t000n009,2019-08-22 07:15:00.000+1000,5.8,8.3,41.1,17.7
dcu0000,tank0001,t001n000,2019-08-22 07:15:00.000+1000,5.8,7.6,35.3,17.7
dcu0000,tank0001,t001n001,2019-08-22 07:15:00.000+1000,5.8,7.9,34.1,17.7
dcu0000,tank0001,t001n002,2019-08-22 07:15:00.000+1000,5.8,8.4,35.8,17.7
dcu0000,tank0001,t001n003,2019-08-22 07:15:00.000+1000,5.8,8.4,48.2,17.7
dcu0000,tank0001,t001n004,2019-08-22 07:15:00.000+1000,5.8,8.2,46.2,17.7
dcu0000,tank0001,t001n005,2019-08-22 07:15:00.000+1000,5.8,7.7,35.4,17.7
dcu0000,tank0001,t001n006,2019-08-22 07:15:00.000+1000,5.8,8.4,40.8,17.7
dcu0000,tank0001,t001n007,2019-08-22 07:15:00.000+1000,5.8,8.0,43.7,17.7
dcu0000,tank0001,t001n008,2019-08-22 07:15:00.000+1000,5.8,8.1,46.8,17.7
dcu0000,tank0001,t001n009,2019-08-22 07:15:00.000+1000,5.8,7.9,38.5,17.7
dcu0000,tank0002,t002n000,2019-08-22 07:15:00.000+1000,5.8,7.8,49.8,17.7
dcu0000,tank0002,t002n001,2019-08-22 07:15:00.000+1000,5.8,8.1,47.2,17.7
dcu0000,tank0002,t002n002,2019-08-22 07:15:00.000+1000,5.8,7.8,47.5,17.7
dcu0000,tank0002,t002n003,2019-08-22 07:15:00.000+1000,5.8,8.4,33.3,17.7
dcu0000,tank0002,t002n004,2019-08-22 07:15:00.000+1000,5.8,7.8,33.1,17.7
dcu0000,tank0002,t002n005,2019-08-22 07:15:00.000+1000,5.8,8.3,44.0,17.7
dcu0000,tank0002,t002n006,2019-08-22 07:15:00.000+1000,5.8,7.9,44.9,17.7
dcu0000,tank0002,t002n007,2019-08-22 07:15:00.000+1000,5.8,8.1,43.2,17.7
dcu0000,tank0002,t002n008,2019-08-22 07:15:00.000+1000,5.8,8.3,33.3,17.7
dcu0000,tank0002,t002n009,2019-08-22 07:15:00.000+1000,5.8,7.5,34.9,17.7
dcu0000,tank0003,t003n000,2019-08-22 07:15:00.000+1000,5.8,8.1,46.4,17.7
dcu0000,tank0003,t003n001,2019-08-22 07:15:00.000+1000,5.8,7.9,48.7,17.7
dcu0000,tank0003,t003n002,2019-08-22 07:15:00.000+1000,5.8,7.7,46.0,17.7
dcu0000,tank0003,t003n003,2019-08-22 07:15:00.000+1000,5.8,7.7,46.5,17.7
dcu0000,tank0003,t003n004,2019-08-22 07:15:00.000+1000,5.8,8.2,34.4,17.7
dcu0000,tank0003,t003n005,2019-08-22 07:15:00.000+1000,5.8,8.3,32.1,17.7
dcu0000,tank0003,t003n006,2019-08-22 07:15:00.000+1000,5.8,8.1,37.2,17.7
dcu0000,tank0003,t003n007,2019-08-22 07:15:00.000+1000,5.8,8.4,30.9,17.7
dcu0000,tank0003,t003n008,2019-08-22 07:15:00.000+1000,5.8,7.7,31.7,17.7
dcu0000,tank0003,t003n009,2019-08-22 07:15:00.000+1000,5.8,8.4,44.4,17.7
dcu0000,tank0004,t004n000,2019-08-22 07:15:00.000+1000,5.8,8.0,34.0,17.7
dcu0000,tank0004,t004n001,2019-08-22 07:15:00.000+1000,5.8,8.5,45.9,17.7
dcu0000,tank0004,t004n002,2019-08-22 07:15:00.000+1000,5.8,7.8,36.9,17.7
dcu0000,tank0004,t004n003,2019-08-22 07:15:00.000+1000,5.8,8.3,38.6,17.7
dcu0000,tank0004,t004n004,2019-08-22 07:15:00.000+1000,5.8,7.8,49.3,17.7
dcu0000,tank0004,t004n005,2019-08-22 07:15:00.000+1000,5.8,8.1,33.9,17.7
dcu0000,tank0004,t004n006,2019-08-22 07:15:00.000+1000,5.8,8.1,45.4,17.7
dcu0000,tank0004,t004n007,2019-08-22 07:15:00.000+1000,5.8,8.1,39.6,17.7
dcu0000,tank0004,t004n008,2019-08-22 07:15:00.000+1000,5.8,8.0,46.8,17.7
dcu0000,tank0004,t004n009,2019-08-22 07:15:00.000+1000,5.8,8.5,41.1,17.7
dcu0000,tank0000,t000n000,2019-08-22 07:30:00.000+1000,5.9,8.4,31.1,17.6
dcu0000,tank0000,t000n001,2019-08-22 07:30:00.000+1000,5.9,7.6,44.6,17.6
dcu0000,tank0000,t000n002,2019-08-22 07:30:00.000+1000,5.9,7.8,36.6,17.6
dcu0000,tank0000,t000n003,2019-08-22 07:30:00.000+1000,5.9,7.8,44.3,17.6
dcu0000,tank0000,t000n004,2019-08-22 07:30:00.000+1000,5.9,7.6,35.1,17.6
dcu0000,tank0000,t000n005,2019-08-22 07:30:00.000+1000,5.9,7.7,34.6,17.6
dcu0000,tank0000,t000n006,2019-08-22 07:30:00.000+1000,5.9,8.0,39.1,17.6
dcu0000,tank0000,t000n007,2019-08-22 07:30:00.000+1000,5.9,7.5,38.6,17.6
dcu0000,tank0000,t000n008,2019-08-22 07:30:00.000+1000,5.9,8.0,49.2,17.6
dcu0000,tank0000,t000n009,2019-08-22 07:30:00.000+1000,5.9,8.5,41.7,17.6
dcu0000,tank0001,t001n000,2019-08-22 07:30:00.000+1000,5.9,8.0,35.7,17.6
dcu0000,tank0001,t001n001,2019-08-22 07:30:00.000+1000,5.9,8.3,41.2,17.6
dcu0000,tank0001,t001n002,2019-08-22 07:30:00.000+1000,5.9,8.4,46.3,17.6
dcu0000,tank0001,t001n003,2019-08-22 07:30:00.000+1000,5.9,8.1,41.0,17.6
dcu0000,tank0001,t001n004,2019-08-22 07:30:00.000+1000,5.9,7.5,34.4,17.6
dcu0000,tank0001,t001n005,2019-08-22 07:30:00.000+1000,5.9,8.0,35.7,17.6
dcu0000,tank0001,t001n006,2019-08-22 07:30:00.000+1000,5.9,8.1,38.6,17.6
dcu0000,tank0001,t001n007,2019-08-22 07:30:00.000+1000,5.9,8.0,43.8,17.6
dcu0000,tank0001,t001n008,2019-08-22 07:30:00.000+1000,5.9,8.0,41.0,17.6
dcu0000,tank0001,t001n009,2019-08-22 07:30:00.000+1000,5.9,8.4,42.9,17.6
dcu0000,tank0002,t002n000,2019-08-22 07:30:00.000+1000,5.9,7.8,45.4,17.6
dcu0000,tank0002,t002n001,2019-08-22 07:30:00.000+1000,5.9,7.6,49.1,17.6
dcu0000,tank0002,t002n002,2019-08-22 07:30:00.000+1000,5.9,8.4,30.4,17.6
dcu0000,tank0002,t002n003,2019-08-22 07:30:00.000+1000,5.9,8.1,31.2,17.6
dcu0000,tank0002,t002n004,2019-08-22 07:30:00.000+1000,5.9,7.9,39.1,17.6
dcu0000,tank0002,t002n005,2019-08-22 07:30:00.000+1000,5.9,8.1,41.3,17.6
dcu0000,tank0002,t002n006,2019-08-22 07:30:00.000+1000,5.9,8.5,41.1,17.6
dcu0000,tank0002,t002n007,2019-08-22 07:30:00.000+1000,5.9,8.1,42.4,17.6
dcu0000,tank0002,t002n008,2019-08-22 07:30:00.000+1000,5.9,7.9,43.7,17.6
dcu0000,tank0002,t002n009,2019-08-22 07:30:00.000+1000,5.9,8.5,41.5,17.6
dcu0000,tank0003,t003n000,2019-08-22 07:30:00.000+1000,5.9,7.6,37.8,17.6
dcu0000,tank0003,t003n001,2019-08-22 07:30:00.000+1000,5.9,8.3,37.1,17.6
dcu0000,tank0003,t003n002,2019-08-22 07:30:00.000+1000,5.9,8.2,44.5,17.6
dcu0000,tank0003,t003n003,2019-08-22 07:30:00.000+1000,5.9,7.6,47.5,17.6
dcu0000,tank0003,t003n004,2019-08-22 07:30:00.000+1000,5.9,8.2,32.6,17.6
dcu0000,tank0003,t003n005,2019-08-22 07:30:00.000+1000,5.9,7.9,46.0,17.6
dcu0000,tank0003,t003n006,2019-08-22 07:30:00.000+1000,5.9,8.2,30.7,17.6
dcu0000,tank0003,t003n007,2019-08-22 07:30:00.000+1000,5.9,8.1,44.1,17.6
dcu0000,tank0003,t003n008,2019-08-22 07:30:00.000+1000,5.9,8.5,42.4,17.6
dcu0000,tank0003,t003n009,2019-08-22 07:30:00.000+1000,5.9,7.7,38.3,17.6
dcu0000,tank0004,t004n000,2019-08-22 07:30:00.000+1000,5.9,8.2,41.4,17.6
dcu0000,tank0004,t004n001,2019-08-22 07:30:00.000+1000,5.9,7.7,45.6,17.6
dcu0000,tank0004,t004n002,2019-08-22 07:30:00.000+1000,5.9,8.2,42.0,17.6
dcu0000,tank0004,t004n003,2019-08-22 07:30:00.000+1000,5.9,8.5,47.1,17.6
dcu0000,tank0004,t004n004,2019-08-22 07:30:00.000+1000,5.9,7.6,48.3,17.6
dcu0000,tank0004,t004n005,2019-08-22 07:30:00.000+1000,5.9,7.9,42.9,17.6
dcu0000,tank0004,t004n006,2019-08-22 07:30:00.000+1000,5.9,7.9,39.6,17.6
dcu0000,tank0004,t004n007,2019-08-22 07:30:00.000+1000,5.9,8.0,31.4,17.6
dcu0000,tank0004,t004n008,2019-08-22 07:30:00.000+1000,5.9,7.5,31.6,17.6
dcu0000,tank0004,t004n009,2019-08-22 07:30:00.000+1000,5.9,8.0,48.2,17.6
dcu0000,tank0000,t000n000,2019-08-22 07:45:00.000+1000,6.0,8.1,45.7,17.6
dcu0000,tank0000,t000n001,2019-08-22 07:45:00.000+1000,6.0,7.9,43.5,17.6
dcu0000,tank0000,t000n002,2019-08-22 07:45:00.000+1000,6.0,8.1,35.8,17.6
dcu0000,tank0000,t000n003,2019-08-22 07:45:00.000+1000,6.0,7.9,37.8,17.6
dcu0000,tank0000,t000n004,2019-08-22 07:45:00.000+1000,6.0,7.5,31.6,17.6
dcu0000,tank0000,t000n005,2019-08-22 07:45:00.000+1000,6.0,7.7,33.6,17.6
dcu0000,tank0000,t000n006,2019-08-22 07:45:00.000+1000,6.0,7.9,30.9,17.6
dcu0000,tank0000,t000n007,2019-08-22 07:45:00.000+1000,6.0,7.8,38.1,17.6
dcu0000,tank0000,t000n008,2019-08-22 07:45:00.000+1000,6.0,7.6,37.7,17.6
dcu0000,tank0000,t000n009,2019-08-22 07:45:00.000+1000,6.0,8.5,48.9,17.6
dcu0000,tank0001,t001n000,2019-08-22 07:45:00.000+1000,6.0,8.2,34.7,17.6
dcu0000,tank0001,t001n001,2019-08-22 07:45:00.000+1000,6.0,7.8,43.3,17.6
dcu0000,tank0001,t001n002,2019-08-22 07:45:00.000+1000,6.0,8.4,38.4,17.6
dcu0000,tank0001,t001n003,2019-08-22 07:45:00.000+1000,6.0,8.0,49.5,17.6
dcu0000,tank0001,t001n004,2019-08-22 07:45:00.000+1000,6.0,7.8,33.1,17.6
dcu0000,tank0001,t001n005,2019-08-22 07:45:00.000+1000,6.0,8.4,41.1,17.6
dcu0000,tank0001,t001n006,2019-08-22 07:45:00.000+1000,6.0,8.1,35.0,17.6
dcu0000,tank0001,t001n007,2019-08-22 07:45:00.000+1000,6.0,8.3,48.6,17.6
dcu0000,tank0001,t001n008,2019-08-22 07:45:00.000+1000,6.0,8.3,43.8,17.6
dcu0000,tank0001,t001n009,2019-08-22 07:45:00.000+1000,6.0,7.7,45.2,17.6
dcu0000,tank0002,t002n000,2019-08-22 07:45:00.000+1000,6.0,8.5,30.6,17.6
dcu0000,tank0002,t002n001,2019-08-22 07:45:00.000+1000,6.0,8.2,48.2,17.6
dcu0000,tank0002,t002n002,2019-08-22 07:45:00.000+1000,6.0,7.7,49.3,17.6
dcu0000,tank0002,t002n003,2019-08-22 07:45:00.000+1000,6.0,7.8,39.6,17.6
dcu0000,tank0002,t002n004,2019-08-22 07:45:00.000+1000,6.0,8.1,31.2,17.6
dcu0000,tank0002,t002n005,2019-08-22 07:45:00.000+1000,6.0,7.7,49.6,17.6
dcu0000,tank0002,t002n006,2019-08-22 07:45:00.000+1000,6.0,7.7,35.5,17.6
dcu0000,tank0002,t002n007,2019-08-22 07:45:00.000+1000,6.0,8.4,44.6,17.6
dcu0000,tank0002,t002n008,2019-08-22 07:45:00.000+1000,6.0,8.1,35.7,17.6
dcu0000,tank0002,t002n009,2019-08-22 07:45:00.000+1000,6.0,8.0,38.6,17.6
dcu0000,tank0003,t003n000,2019-08-22 07:45:00.000+1000,6.0,7.9,32.6,17.6
dcu0000,tank0003,t003n001,2019-08-22 07:45:00.000+1000,6.0,7.7,39.0,17.6
dcu0000,tank0003,t003n002,2019-08-22 07:45:00.000+1000,6.0,7.5,48.2,17.6
dcu0000,tank0003,t003n003,2019-08-22 07:45:00.000+1000,6.0,7.7,34.4,17.6
dcu0000,tank0003,t003n004,2019-08-22 07:45:00.000+1000,6.0,7.9,41.7,17.6
dcu0000,tank0003,t003n005,2019-08-22 07:45:00.000+1000,6.0,7.8,38.3,17.6
dcu0000,tank0003,t003n006,2019-08-22 07:45:00.000+1000,6.0,7.8,47.4,17.6
dcu0000,tank0003,t003n007,2019-08-22 07:45:00.000+1000,6.0,7.8,34.2,17.6
dcu0000,tank0003,t003n008,2019-08-22 07:45:00.000+1000,6.0,7.8,38.0,17.6
dcu0000,tank0003,t003n009,2019-08-22 07:45:00.000+1000,6.0,8.3,34.4,17.6
dcu0000,tank0004,t004n000,2019-08-22 07:45:00.000+1000,6.0,7.7,34.8,17.6
dcu0000,tank0004,t004n001,2019-08-22 07:45:00.000+1000,6.0,8.2,49.3,17.6
dcu0000,tank0004,t004n002,2019-08-22 07:45:00.000+1000,6.0,7.7,40.3,17.6
dcu0000,tank0004,t004n003,2019-08-22 07:45:00.000+1000,6.0,8.2,45.4,17.6
dcu0000,tank0004,t004n004,2019-08-22 07:45:00.000+1000,6.0,7.7,47.2,17.6
dcu0000,tank0004,t004n005,2019-08-22 07:45:00.000+1000,6.0,8.0,37.4,17.6
dcu0000,tank0004,t004n006,2019-08-22 07:45:00.000+1000,6.0,7.9,48.6,17.6
dcu0000,tank0004,t004n007,2019-08-22 07:45:00.000+1000,6.0,7.9,30.6,17.6
dcu0000,tank0004,t004n008,2019-08-22 07:45:00.000+1000,6.0,7.8,44.6,17.6
dcu0000,tank0004,t004n009,2019-08-22 07:45:00.000+1000,6.0,8.5,36.4,17.6
dcu0000,tank0000,t000n000,2019-08-22 08:00:00.000+1000,6.1,8.5,32.2,17.6
dcu0000,tank0000,t000n001,2019-08-22 08:00:00.000+1000,6.1,7.7,31.5,17.6
dcu0000,tank0000,t000n002,2019-08-22 08:00:00.000+1000,6.1,7.6,49.8,17.6
dcu0000,tank0000,t000n003,2019-08-22 08:00:00.000+1000,6.1,8.0,32.5,17.6
dcu0000,tank0000,t000n004,2019-08-22 08:00:00.000+1000,6.1,8.1,35.7,17.6
dcu0000,tank0000,t000n005,2019-08-22 08:00:00.000+1000,6.1,8.2,42.0,17.6
dcu0000,tank0000,t000n006,2019-08-22 08:00:00.000+1000,6.1,7.9,40.5,17.6
dcu0000,tank0000,t000n007,2019-08-22 08:00:00.000+1000,6.1,8.1,40.4,17.6
dcu0000,tank0000,t000n008,2019-08-22 08:00:00.000+1000,6.1,8.4,38.6,17.6
dcu0000,tank0000,t000n009,2019-08-22 08:00:00.000+1000,6.1,8.4,38.6,17.6
dcu0000,tank0001,t001n000,2019-08-22 08:00:00.000+1000,6.1,7.9,40.1,17.6
dcu0000,tank0001,t001n001,2019-08-22 08:00:00.000+1000,6.1,7.8,37.7,17.6
dcu0000,tank0001,t001n002,2019-08-22 08:00:00.000+1000,6.1,7.9,45.3,17.6
dcu0000,tank0001,t001n003,2019-08-22 08:00:00.000+1000,6.1,8.1,45.2,17.6
dcu0000,tank0001,t001n004,2019-08-22 08:00:00.000+1000,6.1,7.9,37.9,17.6
dcu0000,tank0001,t001n005,2019-08-22 08:00:00.000+1000,6.1,8.4,39.2,17.6
dcu0000,tank0001,t001n006,2019-08-22 08:00:00.000+1000,6.1,8.4,49.2,17.6
dcu0000,tank0001,t001n007,2019-08-22 08:00:00.000+1000,6.1,8.4,32.0,17.6
dcu0000,tank0001,t001n008,2019-08-22 08:00:00.000+1000,6.1,7.6,34.7,17.6
dcu0000,tank0001,t001n009,2019-08-22 08:00:00.000+1000,6.1,8.2,46.8,17.6
dcu0000,tank0002,t002n000,2019-08-22 08:00:00.000+1000,6.1,8.0,40.3,17.6
dcu0000,tank0002,t002n001,2019-08-22 08:00:00.000+1000,6.1,8.4,33.3,17.6
dcu0000,tank0002,t002n002,2019-08-22 08:00:00.000+1000,6.1,7.8,35.6,17.6
dcu0000,tank0002,t002n003,2019-08-22 08:00:00.000+1000,6.1,8.1,48.1,17.6
dcu0000,tank0002,t002n004,2019-08-22 08:00:00.000+1000,6.1,7.5,49.3,17.6
dcu0000,tank0002,t002n005,2019-08-22 08:00:00.000+1000,6.1,7.6,34.2,17.6
dcu0000,tank0002,t002n006,2019-08-22 08:00:00.000+1000,6.1,8.4,34.8,17.6
dcu0000,tank0002,t002n007,2019-08-22 08:00:00.000+1000,6.1,8.5,49.6,17.6
dcu0000,tank0002,t002n008,2019-08-22 08:00:00.000+1000,6.1,7.7,46.7,17.6
dcu0000,tank0002,t002n009,2019-08-22 08:00:00.000+1000,6.1,7.9,41.1,17.6
dcu0000,tank0003,t003n000,2019-08-22 08:00:00.000+1000,6.1,8.2,44.3,17.6
dcu0000,tank0003,t003n001,2019-08-22 08:00:00.000+1000,6.1,7.8,49.2,17.6
dcu0000,tank0003,t003n002,2019-08-22 08:00:00.000+1000,6.1,7.8,39.6,17.6
dcu0000,tank0003,t003n003,2019-08-22 08:00:00.000+1000,6.1,8.2,34.8,17.6
dcu0000,tank0003,t003n004,2019-08-22 08:00:00.000+1000,6.1,8.3,42.6,17.6
dcu0000,tank0003,t003n005,2019-08-22 08:00:00.000+1000,6.1,7.9,41.7,17.6
dcu0000,tank0003,t003n006,2019-08-22 08:00:00.000+1000,6.1,8.3,36.8,17.6
dcu0000,tank0003,t003n007,2019-08-22 08:00:00.000+1000,6.1,8.3,32.5,17.6
dcu0000,tank0003,t003n008,2019-08-22 08:00:00.000+1000,6.1,8.3,43.4,17.6
dcu0000,tank0003,t003n009,2019-08-22 08:00:00.000+1000,6.1,8.0,34.1,17.6
dcu0000,tank0004,t004n000,2019-08-22 08:00:00.000+1000,6.1,7.8,33.9,17.6
dcu0000,tank0004,t004n001,2019-08-22 08:00:00.000+1000,6.1,8.2,47.3,17.6
dcu0000,tank0004,t004n002,2019-08-22 08:00:00.000+1000,6.1,8.4,31.4,17.6
dcu0000,tank0004,t004n003,2019-08-22 08:00:00.000+1000,6.1,7.5,33.0,17.6
dcu0000,tank0004,t004n004,2019-08-22 08:00:00.000+1000,6.1,7.6,36.8,17.6
dcu0000,tank0004,t004n005,2019-08-22 08:00:00.000+1000,6.1,8.0,39.8,17.6
dcu0000,tank0004,t004n006,2019-08-22 08:00:00.000+1000,6.1,7.7,35.5,17.6
dcu0000,tank0004,t004n007,2019-08-22 08:00:00.000+1000,6.1,8.3,31.2,17.6
dcu0000,tank0004,t004n008,2019-08-22 08:00:00.000+1000,6.1,8.1,49.2,17.6
